layers.dns.dns.flags_tree.dns.flags.authoritative,layers.dns.dns.response_to,Disk_Write,Active,layers.icmp.udp.udp.checksum,Inactive,layers.dns.dns.flags_tree.dns.flags.recdesired,layers.dns.dns.flags_tree.dns.flags.response,Tcp_Established,Buffers,MemFree,pgfree,layers.rtps.rtps.version,layers.ip.ip.checksum,pgalloc_dma,Net_Received,pgpgin,layers.ip.ip.ttl,layers.rtps.rtps.magic,layers.rtps.rtps.version_tree.rtps.version.minor,publisher_count,pgactivate,Tcp_Close,layers.udp.udp.checksum,src_topic,Tcp_TimeWait,msg_data,SwapFree,nr_inactive_file,nr_active_file,layers.rtps.rtps.version_tree.rtps.version.major,pgmajfault,layers.dns.dns.count.answers,Cached,layers.dns.dns.flags_tree.dns.flags.opcode,layers.udp.udp.stream,layers.icmp.ip.ip.checksum,subscribers_count,layers.dns.dns.count.add_rr,layers.dns.dns.flags_tree.dns.flags.ad,layers.icmp.icmp.checksum,Tcp_Syn,layers.dns.dns.flags_tree.dns.flags.recavail,layers.dns.dns.flags_tree.dns.flags.z,pgfault,layers.dns.dns.count.queries,msg_type,layers.udp.udp.payload,pgdeactivate,layers.ip.ip.ttl_tree._ws.expert._ws.expert.severity,layers.ip.ip.ttl_tree._ws.expert._ws.expert.group,layers.dns.dns.flags_tree.dns.flags.truncated,layers.udp.udp.stream.pnum,pgpgout,layers.dns.dns.flags,layers.rtps.rtps.vendorId,layers.ip.ip.stream,Tcp_Listen,topic_name,Net_Sent,Disk_Read,attack,timestamp
-1.0,-1.0,42470400.0,314740736.0,0,989884416.0,-1.0,-1.0,2.0,52969472.0,2454867968.0,2258141.0,1,386,6.0,481095.0,906634.0,1,1,3.0,4.0,67796.0,0.0,2,6,0.0,0,1073737728.0,126747.0,75957.0,2.0,3373.0,-1.0,838033408.0,-1.0,3.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,872805.0,-1.0,0,3215,0.0,-1.0,-1.0,-1.0,43.0,41475.0,0,1,1,7.0,2,844408.0,928393728.0,1,1778585336.70278
-1.0,-1.0,42593280.0,314748928.0,0,989958144.0,-1.0,-1.0,2.0,52977664.0,2454368256.0,2269272.0,1,16925,6.0,533401.0,906634.0,64,1,3.0,4.0,67796.0,0.0,9,6,0.0,0,1073737728.0,126750.0,75959.0,2.0,3373.0,-1.0,838045696.0,-1.0,0.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,874395.0,-1.0,0,4178,0.0,-1.0,-1.0,-1.0,53.0,41595.0,0,1,0,7.0,2,907834.0,928393728.0,1,1778585338.4053397
-1.0,-1.0,42593280.0,314748928.0,0,989958144.0,-1.0,-1.0,2.0,52977664.0,2454368256.0,2269272.0,1,372,6.0,533401.0,906634.0,1,1,3.0,4.0,67796.0,0.0,2,6,0.0,0,1073737728.0,126750.0,75959.0,2.0,3373.0,-1.0,838045696.0,-1.0,1.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,874395.0,-1.0,0,4178,0.0,-1.0,-1.0,-1.0,44.0,41595.0,0,1,1,7.0,2,907834.0,928393728.0,1,1778585338.4054878
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,16919,-1.0,-1.0,-1.0,64,1,3.0,4.0,-1.0,-1.0,9,6,-1.0,1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,2.0,0,2.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1,3215,-1.0,-1.0,-1.0,-1.0,55.0,-1.0,0,1,0,-1.0,1,-1.0,-1.0,0,1778585339.7025063
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,338,-1.0,-1.0,-1.0,1,1,3.0,4.0,-1.0,-1.0,2,6,-1.0,1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,3.0,0,2.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1,3215,-1.0,-1.0,-1.0,-1.0,44.0,-1.0,0,1,1,-1.0,1,-1.0,-1.0,0,1778585339.7026834
-1.0,-1.0,42593280.0,314748928.0,0,989925376.0,-1.0,-1.0,2.0,52977664.0,2454368256.0,2287651.0,1,16885,6.0,538945.0,906634.0,64,1,3.0,4.0,67796.0,0.0,9,6,0.0,0,1073737728.0,126752.0,75959.0,2.0,3373.0,-1.0,838053888.0,-1.0,0.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,876795.0,-1.0,0,4178,0.0,-1.0,-1.0,-1.0,54.0,41595.0,0,1,0,7.0,2,917042.0,928393728.0,0,1778585341.4054415
-1.0,-1.0,42593280.0,314748928.0,0,989925376.0,-1.0,-1.0,2.0,52977664.0,2454368256.0,2287651.0,1,336,6.0,538945.0,906634.0,1,1,3.0,4.0,67796.0,0.0,2,6,0.0,0,1073737728.0,126752.0,75959.0,2.0,3373.0,-1.0,838053888.0,-1.0,1.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,876795.0,-1.0,0,4178,0.0,-1.0,-1.0,-1.0,45.0,41595.0,0,1,1,7.0,2,917042.0,928393728.0,0,1778585341.4057102
-1.0,-1.0,42658816.0,314753024.0,0,989945856.0,-1.0,-1.0,2.0,52985856.0,2454368256.0,2296587.0,1,16877,6.0,543347.0,906634.0,64,1,3.0,4.0,67796.0,0.0,9,6,0.0,0,1073737728.0,126753.0,75960.0,2.0,3373.0,-1.0,838057984.0,-1.0,2.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,877596.0,-1.0,0,3215,0.0,-1.0,-1.0,-1.0,56.0,41659.0,0,1,0,7.0,2,923506.0,928393728.0,0,1778585342.7026184
-1.0,-1.0,42658816.0,314753024.0,0,989945856.0,-1.0,-1.0,2.0,52985856.0,2454368256.0,2296587.0,1,295,6.0,543347.0,906634.0,1,1,3.0,4.0,67796.0,0.0,2,6,0.0,0,1073737728.0,126753.0,75960.0,2.0,3373.0,-1.0,838057984.0,-1.0,3.0,0,2.0,-1.0,-1.0,0,0.0,-1.0,-1.0,877596.0,-1.0,0,3215,0.0,-1.0,-1.0,-1.0,45.0,41659.0,0,1,1,7.0,2,923506.0,928393728.0,0,1778585342.7028053
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,16823,-1.0,-1.0,-1.0,64,1,3.0,4.0,-1.0,-1.0,9,6,-1.0,1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,0.0,0,2.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1,4178,-1.0,-1.0,-1.0,-1.0,55.0,-1.0,0,1,0,-1.0,1,-1.0,-1.0,0,1778585344.4055393
-1.0,-1.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1,259,-1.0,-1.0,-1.0,1,1,3.0,4.0,-1.0,-1.0,2,6,-1.0,1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0,-1.0,1.0,0,2.0,-1.0,-1.0,0,-1.0,-1.0,-1.0,-1.0,-1.0,1,4178,-1.0,-1.0,-1.0,-1.0,46.0,-1.0,0,1,1,-1.0,1,-1.0,-1.0,0,1778585344.405683
