layers.dns.dns.flags_tree.dns.flags.authoritative,layers.dns.dns.response_to,Disk_Write,Active,layers.icmp.udp.udp.checksum,Inactive,layers.dns.dns.flags_tree.dns.flags.recdesired,layers.dns.dns.flags_tree.dns.flags.response,Tcp_Established,Buffers,MemFree,pgfree,layers.rtps.rtps.version,layers.ip.ip.checksum,pgalloc_dma,Net_Received,pgpgin,layers.ip.ip.ttl,layers.rtps.rtps.magic,layers.rtps.rtps.version_tree.rtps.version.minor,publisher_count,pgactivate,Tcp_Close,layers.udp.udp.checksum,src_topic,Tcp_TimeWait,msg_data,SwapFree,nr_inactive_file,nr_active_file,layers.rtps.rtps.version_tree.rtps.version.major,pgmajfault,layers.dns.dns.count.answers,Cached,layers.dns.dns.flags_tree.dns.flags.opcode,layers.udp.udp.stream,layers.icmp.ip.ip.checksum,subscribers_count,layers.dns.dns.count.add_rr,layers.dns.dns.flags_tree.dns.flags.ad,layers.icmp.icmp.checksum,Tcp_Syn,layers.dns.dns.flags_tree.dns.flags.recavail,layers.dns.dns.flags_tree.dns.flags.z,pgfault,layers.dns.dns.count.queries,msg_type,layers.udp.udp.payload,pgdeactivate,layers.ip.ip.ttl_tree._ws.expert._ws.expert.severity,layers.ip.ip.ttl_tree._ws.expert._ws.expert.group,layers.dns.dns.flags_tree.dns.flags.truncated,layers.udp.udp.stream.pnum,pgpgout,layers.dns.dns.flags,layers.rtps.rtps.vendorId,layers.ip.ip.stream,Tcp_Listen,topic_name,Net_Sent,Disk_Read,attack,timestamp
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,17590,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,418.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,9693,0.0,-1.0,-1.0,0.0,1.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.7764034
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,17589,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,418.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,7085,0.0,-1.0,-1.0,0.0,2.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.776439
0.0,2762.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9120,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,418.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,9694,0.0,4194304.0,33554432.0,0.0,3.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.7790809
0.0,2763.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9119,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,418.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,7086,0.0,4194304.0,33554432.0,0.0,4.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.779662
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,17588,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,418.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,9693,0.0,-1.0,-1.0,0.0,5.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.7797844
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,17587,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,418.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,7085,0.0,-1.0,-1.0,0.0,6.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.779828
0.0,2766.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9118,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,418.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,9694,0.0,4194304.0,33554432.0,0.0,7.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.7826788
0.0,2767.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9117,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,418.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,7086,0.0,4194304.0,33554432.0,0.0,8.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.783285
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,16013,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,6,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,419.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,6855,0.0,-1.0,-1.0,0.0,1.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.7841058
0.0,2770.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9127,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,6,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,419.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,6856,0.0,4194304.0,33554432.0,0.0,2.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.78663
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,13054,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,6,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,420.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,6855,0.0,-1.0,-1.0,0.0,1.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.786861
0.0,2772.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9126,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,6,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,420.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,6856,0.0,4194304.0,33554432.0,0.0,2.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.789168
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,13697,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,368.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,6691,0.0,-1.0,-1.0,0.0,3.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.7900274
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,13696,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,368.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,80,0.0,-1.0,-1.0,0.0,4.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.7900748
0.0,2774.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9134,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,368.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,6692,0.0,4194304.0,33554432.0,0.0,5.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.792746
0.0,2775.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9133,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,368.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,81,0.0,4194304.0,33554432.0,0.0,6.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.7934506
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,13695,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,368.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,6691,0.0,-1.0,-1.0,0.0,7.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.7935662
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,13694,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,368.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,80,0.0,-1.0,-1.0,0.0,8.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.7936049
0.0,2778.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9132,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,368.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,6692,0.0,4194304.0,33554432.0,0.0,9.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.796107
0.0,2779.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9131,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,368.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,81,0.0,4194304.0,33554432.0,0.0,10.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.7966611
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,504,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,421.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,2500,0.0,-1.0,-1.0,0.0,1.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.7968514
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,503,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,421.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,4,0.0,-1.0,-1.0,0.0,2.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.796891
0.0,2782.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9113,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,421.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,2501,0.0,4194304.0,33554432.0,0.0,3.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.7995248
0.0,2783.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9112,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,421.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,5,0.0,4194304.0,33554432.0,0.0,4.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.80105
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,502,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,421.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,2500,0.0,-1.0,-1.0,0.0,5.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8011792
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,501,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,421.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,4,0.0,-1.0,-1.0,0.0,6.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8012211
0.0,2786.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9111,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,421.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,2501,0.0,4194304.0,33554432.0,0.0,7.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8040369
0.0,2787.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9110,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,421.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,5,0.0,4194304.0,33554432.0,0.0,8.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.80545
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,12325,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,6,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,422.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,5245,0.0,-1.0,-1.0,0.0,1.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8063073
0.0,2790.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9118,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,6,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,422.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,5246,0.0,4194304.0,33554432.0,0.0,2.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8086872
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,1220,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,6,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,423.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,5245,0.0,-1.0,-1.0,0.0,1.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.808882
0.0,2792.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9117,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,6,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,423.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,5246,0.0,4194304.0,33554432.0,0.0,2.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8111253
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,1397,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,424.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,474,0.0,-1.0,-1.0,0.0,1.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8120575
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,1396,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,424.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,9535,0.0,-1.0,-1.0,0.0,2.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8121033
0.0,2794.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9126,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,424.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,475,0.0,4194304.0,33554432.0,0.0,3.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8147528
0.0,2795.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9125,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,424.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,9536,0.0,4194304.0,33554432.0,0.0,4.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.81527
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,1395,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,424.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,474,0.0,-1.0,-1.0,0.0,5.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8153803
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,1394,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,424.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,9535,0.0,-1.0,-1.0,0.0,6.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8154185
0.0,2798.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9124,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,424.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,475,0.0,4194304.0,33554432.0,0.0,7.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8178964
0.0,2799.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9123,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,5,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,424.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,9536,0.0,4194304.0,33554432.0,0.0,8.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.818423
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,10832,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,425.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,9511,0.0,-1.0,-1.0,0.0,1.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8186145
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,10831,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,425.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,7265,0.0,-1.0,-1.0,0.0,2.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.818653
0.0,2802.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9106,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,425.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,9512,0.0,4194304.0,33554432.0,0.0,3.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.821374
0.0,2803.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9105,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,425.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,7266,0.0,4194304.0,33554432.0,0.0,4.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.821834
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,10830,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,425.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,9511,0.0,-1.0,-1.0,0.0,5.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8219426
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,10829,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,425.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,7265,0.0,-1.0,-1.0,0.0,6.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8219812
0.0,2806.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9104,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,425.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,9512,0.0,4194304.0,33554432.0,0.0,7.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8246255
0.0,2807.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9103,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,8,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,425.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,7266,0.0,4194304.0,33554432.0,0.0,8.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8252015
-1.0,-1.0,49044480.0,317358080.0,0,996995072.0,1.0,0.0,2.0,53731328.0,2443923456.0,4780634.0,0,12827,6.0,1940430.0,909666.0,64,0,-1.0,4.0,68237.0,0.0,6,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,426.0,0,2.0,1.0,1.0,0,0.0,-1.0,0.0,1188536.0,1.0,0,5413,0.0,-1.0,-1.0,0.0,1.0,47895.0,1,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8259256
0.0,2810.0,49044480.0,317358080.0,0,996995072.0,1.0,1.0,2.0,53731328.0,2443923456.0,4780634.0,0,9111,6.0,1940430.0,909666.0,1,0,-1.0,4.0,68237.0,0.0,6,6,0.0,0,1073737728.0,127390.0,76597.0,-1.0,3375.0,0.0,843038720.0,0.0,426.0,0,2.0,1.0,-1.0,0,0.0,1.0,0.0,1188536.0,1.0,0,5414,0.0,4194304.0,33554432.0,0.0,2.0,47895.0,2,0,2,7.0,2,2971055.0,931498496.0,1,1778585736.8282754
