ms,MemFree,Buffers,Cached,Active,Inactive,SwapFree,pgpgin,pgpgout,pgalloc_dma,pgfree,pgactivate,pgdeactivate,pgfault,pgmajfault,Disk_Read,Disk_Write,Net_Sent,Net_Received,Tcp_Listen,Tcp_Established,Tcp_Syn,Tcp_TimeWait,Tcp_Close,nr_active_file,nr_inactive_file
1778298527711,2590076928,52371456,754515968,232660992,943558656,1073737728,834102,35283,6,1354303,48042,0,598866,3376,854120960,36129792,158797,85564,7,2,0,0,0,55926,126365
1778298528006,2590076928,52371456,754520064,232660992,943558656,1073737728,834102,35371,6,1355931,48042,0,598866,3376,854120960,36219904,158995,85604,7,2,0,0,0,55926,126365
1778298528302,2590076928,52371456,754520064,232660992,943558656,1073737728,834102,35371,6,1357575,48042,0,598866,3376,854120960,36219904,159193,85644,7,2,0,0,0,55926,126365
1778298528597,2590076928,52371456,754520064,232660992,943558656,1073737728,834102,35371,6,1359203,48042,0,598866,3376,854120960,36219904,159407,85684,7,2,0,0,0,55926,126365
1778298528893,2590076928,52371456,754520064,232660992,943558656,1073737728,834102,35371,6,1360832,48042,0,598866,3376,854120960,36219904,160559,86340,7,2,0,0,0,55926,126365
1778298529188,2590076928,52371456,754528256,232665088,943575040,1073737728,834102,35371,6,1362461,48042,0,598869,3376,854120960,36219904,161813,87132,7,2,0,0,0,55927,126366
1778298529483,2590076928,52371456,754528256,232665088,943575040,1073737728,834102,35371,6,1364094,48042,0,598872,3376,854120960,36219904,162145,87172,7,2,0,0,0,55927,126366
1778298529778,2590076928,52371456,754528256,232665088,943575040,1073737728,834102,35371,6,1365722,48042,0,598872,3376,854120960,36219904,162359,87252,7,2,0,0,0,55927,126366
1778298530074,2590076928,52371456,754528256,232665088,943575040,1073737728,834102,35371,6,1367350,48042,0,598872,3376,854120960,36219904,162557,87292,7,2,0,0,0,55927,126366
1778298530366,2590076928,52371456,754528256,232665088,943575040,1073737728,834102,35371,6,1368978,48042,0,598873,3376,854120960,36219904,162771,87332,7,2,0,0,0,55927,126366
1778298530658,2589560832,52371456,754528256,232665088,942665728,1073737728,834102,35371,6,1370996,48042,0,599088,3376,854120960,36219904,162985,87372,7,2,0,0,0,55927,126366
1778298530953,2589560832,52371456,754528256,232665088,942665728,1073737728,834102,35371,6,1372610,48042,0,599088,3376,854120960,36408320,163183,87412,7,2,0,0,0,55927,126366
1778298531249,2589560832,52383744,754528256,232665088,942657536,1073737728,834102,35555,6,1374224,48042,0,599088,3376,854120960,36408320,163483,87588,7,2,0,0,0,55927,126366
1778298531539,2589560832,52383744,754528256,232665088,942657536,1073737728,834102,35555,6,1375840,48042,0,599088,3376,854120960,36408320,163697,87628,7,2,0,0,0,55927,126366
1778298531833,2589560832,52383744,754536448,232665088,942657536,1073737728,834102,35555,6,1377454,48042,0,599088,3376,854120960,36408320,163911,87668,7,2,0,0,0,55927,126366
1778298532126,2589560832,52383744,754540544,232665088,942706688,1073737728,834102,35563,6,1379068,48042,0,599090,3376,854120960,36416512,165063,88324,7,2,0,0,0,55927,126368
1778298532420,2589560832,52383744,754540544,232665088,942706688,1073737728,834102,35563,6,1380683,48042,0,599091,3376,854120960,36416512,166215,88980,7,2,0,0,0,55927,126368
1778298532713,2589560832,52383744,754540544,232665088,942706688,1073737728,834102,35563,6,1382299,48042,0,599091,3376,854120960,36416512,166547,89020,7,2,0,0,0,55927,126368
1778298533009,2589560832,52383744,754540544,232665088,942706688,1073737728,834102,35563,6,1383913,48042,0,599091,3376,854120960,36416512,166761,89060,7,2,0,0,0,55927,126368
1778298533303,2589560832,52383744,754540544,232665088,942706688,1073737728,834102,35563,6,1385531,48042,0,599123,3376,854120960,36416512,192605,106072,7,2,0,0,0,55927,126368
1778298533595,2589560832,52383744,754540544,232665088,942706688,1073737728,834102,35563,6,1387147,48042,0,599144,3376,854120960,36416512,193769,123588,7,2,0,0,0,55927,126368
1778298533889,2589560832,52383744,754540544,232665088,942706688,1073737728,834102,35563,6,1388763,48042,0,599155,3376,854120960,36416512,194847,130660,7,2,0,0,0,55927,126368
1778298534183,2589560832,52383744,754548736,232677376,942866432,1073737728,834102,35563,6,1390394,48042,0,599157,3376,854120960,36416512,196357,131888,7,2,0,0,0,55930,126369
1778298534478,2589560832,52383744,754548736,232677376,942866432,1073737728,834102,35563,6,1392008,48042,0,599157,3376,854120960,36416512,196571,131928,7,2,0,0,0,55930,126369
1778298534772,2589560832,52383744,754548736,232677376,942866432,1073737728,834102,35563,6,1393624,48042,0,599157,3376,854120960,36416512,196903,131968,7,2,0,0,0,55930,126369
1778298535066,2589560832,52383744,754548736,232677376,942866432,1073737728,834102,35563,6,1395238,48042,0,599158,3376,854120960,36416512,198377,132624,7,2,0,0,0,55930,126369
1778298535361,2589560832,52383744,754548736,232677376,942866432,1073737728,834102,35563,6,1396854,48042,0,599158,3376,854120960,36416512,200055,133456,7,2,0,0,0,55930,126369
1778298535654,2589560832,52383744,754548736,232677376,942866432,1073737728,834102,35563,6,1398472,48042,0,599159,3376,854120960,36416512,200654,133569,7,2,0,0,0,55930,126369
1778298535948,2589560832,52383744,754548736,232677376,942866432,1073737728,834102,35563,6,1400088,48042,0,599159,3376,854120960,36416512,200868,133649,7,2,0,0,0,55930,126369
1778298536242,2589560832,52391936,754544640,232677376,942866432,1073737728,834102,35583,6,1401705,48042,0,599161,3376,854120960,36436992,201290,133809,7,2,0,0,0,55930,126369
1778298536536,2589560832,52391936,754544640,232677376,942866432,1073737728,834102,35583,6,1403319,48042,0,599161,3376,854120960,36436992,201504,133849,7,2,0,0,0,55930,126369
1778298536830,2589560832,52391936,754544640,232677376,942866432,1073737728,834102,35583,6,1404934,48042,0,599162,3376,854120960,36436992,201702,134813,7,2,0,0,0,55930,126369
1778298537120,2589560832,52391936,754552832,232681472,942923776,1073737728,834102,35583,6,1406549,48042,0,599163,3376,854120960,36436992,201916,134853,7,2,0,0,0,55931,126371
1778298537412,2589560832,52391936,754552832,232681472,942985216,1073737728,834102,35583,6,1408163,48042,0,599164,3376,854120960,36436992,202232,135029,7,2,0,0,0,55931,126373
1778298537706,2589560832,52391936,754552832,232681472,942985216,1073737728,834102,35583,6,1409777,48042,0,599165,3376,854120960,36436992,202430,135069,7,2,0,0,0,55931,126373
1778298538001,2589560832,52391936,754552832,232681472,942985216,1073737728,834102,35583,6,1411391,48042,0,599165,3376,854120960,36436992,203888,135725,7,2,0,0,0,55931,126373
1778298538297,2589560832,52391936,754556928,232681472,942989312,1073737728,834102,35583,6,1413007,48042,0,599165,3376,854120960,36436992,205464,136421,7,2,0,0,0,55931,126374
1778298538591,2589560832,52391936,754556928,232681472,942989312,1073737728,834102,35583,6,1414622,48042,0,599165,3376,854120960,36436992,205662,136461,7,2,0,0,0,55931,126374
1778298538885,2589560832,52391936,754561024,232681472,942989312,1073737728,834102,35583,6,1416241,48042,0,599165,3376,854120960,36436992,205978,136501,7,2,0,0,0,55931,126374
1778298539181,2589560832,52391936,754561024,232681472,942989312,1073737728,834102,35583,6,1417855,48042,0,599165,3376,854120960,36436992,206282,136621,7,2,0,0,0,55931,126374
1778298539475,2589560832,52391936,754561024,232681472,942989312,1073737728,834102,35583,6,1419471,48042,0,599165,3376,854120960,36436992,206624,136843,7,2,0,0,0,55931,126374
1778298539765,2589560832,52391936,754561024,232681472,942989312,1073737728,834102,35583,6,1421085,48042,0,599165,3376,854120960,36436992,206822,137807,7,2,0,0,0,55931,126374
1778298540061,2589560832,52391936,754561024,232681472,942989312,1073737728,834102,35583,6,1422700,48042,0,599165,3376,854120960,36436992,207020,137847,7,2,0,0,0,55931,126374
1778298540353,2589560832,52391936,754561024,232681472,942989312,1073737728,834102,35583,6,1424330,48042,0,599165,3376,854120960,36436992,207218,137887,7,2,0,0,0,55931,126374
1778298540649,2589560832,52391936,754561024,232681472,942989312,1073737728,834102,35583,6,1425944,48042,0,599166,3376,854120960,36436992,207416,137927,7,2,0,0,0,55931,126374
1778298540938,2589560832,52391936,754561024,232681472,942989312,1073737728,834102,35583,6,1427559,48042,0,599166,3376,854120960,36436992,208890,138583,7,2,0,0,0,55931,126374
1778298541233,2589560832,52391936,754565120,232681472,942989312,1073737728,834102,35583,6,1429174,48042,0,599168,3376,854120960,36436992,210546,139239,7,2,0,0,0,55931,126374
1778298541525,2589560832,52400128,754556928,232681472,942989312,1073737728,834102,35599,6,1430790,48042,0,599168,3376,854120960,36453376,210964,139455,7,2,0,0,0,55931,126374
1778298541821,2589560832,52400128,754556928,232681472,943009792,1073737728,834102,35599,6,1432410,48042,0,599180,3376,854120960,36453376,211264,139495,7,2,0,0,0,55931,126377
1778298542115,2589560832,52400128,754565120,232681472,943009792,1073737728,834102,35599,6,1434025,48042,0,599180,3376,854120960,36453376,211462,139575,7,2,0,0,0,55931,126377
1778298542409,2589560832,52400128,754565120,232681472,943009792,1073737728,834102,35599,6,1435639,48042,0,599180,3376,854120960,36453376,211766,139695,7,2,0,0,0,55931,126377
1778298542702,2589560832,52400128,754565120,232681472,943009792,1073737728,834102,35599,6,1437255,48042,0,599180,3376,854120960,36453376,211964,140659,7,2,0,0,0,55931,126377
1778298542992,2589560832,52400128,754565120,232681472,943009792,1073737728,834102,35599,6,1438870,48042,0,599180,3376,854120960,36453376,212162,140699,7,2,0,0,0,55931,126377
1778298543286,2589560832,52400128,754569216,232681472,943009792,1073737728,834102,35599,6,1440484,48042,0,599180,3376,854120960,36506624,212360,140739,7,2,0,0,0,55931,126377
1778298543580,2589560832,52400128,754569216,232681472,943009792,1073737728,834102,35651,6,1442098,48042,0,599180,3376,854120960,36506624,212660,140915,7,2,0,0,0,55931,126377
1778298543875,2589560832,52400128,754569216,232681472,943009792,1073737728,834102,35651,6,1443713,48042,0,599180,3376,854120960,36506624,214118,141571,7,2,0,0,0,55931,126377
1778298544168,2589560832,52400128,754569216,232681472,943026176,1073737728,834102,35651,6,1445328,48042,0,599180,3376,854120960,36506624,215576,142227,7,2,0,0,0,55931,126377
1778298544462,2589560832,52400128,754569216,232681472,943026176,1073737728,834102,35651,6,1446946,48042,0,599180,3376,854120960,36506624,215892,142267,7,2,0,0,0,55931,126377
1778298544755,2589302784,52400128,754569216,232681472,943087616,1073737728,834102,35651,6,1448561,48042,0,599220,3376,854120960,36506624,245602,178407,7,2,0,0,0,55931,126377
1778298545052,2589302784,52400128,754577408,232681472,943140864,1073737728,834102,35651,6,1450187,48042,0,599221,3376,854120960,36506624,247910,183111,7,2,0,0,0,55931,126378
1778298545339,2589302784,52400128,754585600,232681472,943140864,1073737728,834102,35651,6,1451802,48042,0,599221,3376,854120960,36506624,248124,183151,7,2,0,0,0,55931,126378
1778298545634,2589302784,52400128,754585600,232681472,943140864,1073737728,834102,35651,6,1453419,48042,0,599222,3376,854120960,36506624,249750,185287,7,2,0,0,0,55931,126378
1778298545928,2589302784,52400128,754589696,232681472,943263744,1073737728,834106,35651,6,1455038,48042,0,599264,3376,854125056,36506624,250606,185867,7,2,0,0,0,55931,126379
1778298546223,2589073408,52400128,754593792,232681472,943263744,1073737728,834106,35651,6,1456669,48042,0,599265,3376,854125056,36506624,250820,185947,7,2,0,0,0,55931,126379
1778298546516,2589073408,52400128,754593792,232681472,943263744,1073737728,834106,35651,6,1458283,48042,0,599265,3376,854125056,36506624,251034,185987,7,2,0,0,0,55931,126379
1778298546810,2589073408,52408320,754589696,232681472,943263744,1073737728,834106,35687,6,1459899,48042,0,599266,3376,854125056,36543488,251692,186567,7,2,0,0,0,55931,126379
1778298547104,2589073408,52408320,754597888,232681472,943263744,1073737728,834106,35687,6,1461513,48042,0,599266,3376,854125056,36543488,253472,187223,7,2,0,0,0,55931,126379
1778298547398,2589073408,52408320,754597888,232681472,943263744,1073737728,834106,35687,6,1463128,48042,0,599266,3376,854125056,36543488,255268,187879,7,2,0,0,0,55931,126379
1778298547692,2589073408,52408320,754597888,232681472,943263744,1073737728,834106,35687,6,1464748,48042,0,599266,3376,854125056,36543488,256252,188715,7,2,0,0,0,55931,126379
1778298547986,2589073408,52408320,754597888,232681472,943263744,1073737728,834106,35687,6,1466363,48042,0,599266,3376,854125056,36543488,256662,188955,7,2,0,0,0,55931,126379
1778298548281,2589073408,52408320,754597888,232681472,943263744,1073737728,834106,35687,6,1467977,48042,0,599266,3376,854125056,36543488,256860,189919,7,2,0,0,0,55931,126379
1778298548577,2589073408,52408320,754597888,232681472,943263744,1073737728,834106,35723,6,1469591,48042,0,599266,3376,854125056,36580352,257074,190883,7,2,0,0,0,55931,126379
1778298548873,2589073408,52412416,754593792,232681472,943263744,1073737728,834106,35875,6,1471207,48045,0,599266,3376,854125056,36736000,257842,191555,7,2,0,0,0,55931,126379
1778298549167,2589073408,52412416,754601984,232710144,943284224,1073737728,834106,35875,6,1472822,48045,0,599266,3376,854125056,36736000,258040,191595,7,2,0,0,0,55938,126379
1778298549462,2589073408,52412416,754601984,232710144,943284224,1073737728,834106,35875,6,1474436,48045,0,599266,3376,854125056,36736000,258254,191635,7,2,0,0,0,55938,126379
1778298549755,2589073408,52412416,754601984,232710144,943284224,1073737728,834106,35875,6,1476053,48045,0,599266,3376,854125056,36736000,259478,192391,7,2,0,0,0,55938,126379
1778298550050,2588815360,52412416,754601984,232722432,943575040,1073737728,834106,35875,6,1477866,48045,0,599764,3376,854125056,36736000,261600,193267,7,2,0,0,0,55939,126381
1778298550347,2588815360,52412416,754601984,232722432,943575040,1073737728,834106,35875,6,1479493,48045,0,599783,3376,854125056,36736000,263498,193963,7,2,0,0,0,55939,126381
1778298550642,2588815360,52412416,754601984,232722432,943575040,1073737728,834106,35875,6,1481119,48045,0,599785,3376,854125056,36736000,263920,194083,7,2,0,0,0,55939,126381
1778298550936,2588815360,52412416,754606080,232722432,943636480,1073737728,834106,35875,6,1483143,48046,0,600563,3376,854125056,36736000,266908,195039,7,2,0,0,0,55939,126381
1778298551226,2588815360,52412416,754606080,232722432,943669248,1073737728,834106,35875,6,1484868,48046,0,600605,3376,854125056,36736000,267122,196043,7,2,0,0,0,55939,126382
1778298551518,2588815360,52412416,754606080,232722432,943669248,1073737728,834106,35875,6,1486491,48046,0,600606,3376,854125056,36736000,267336,196083,7,2,0,0,0,55939,126382
1778298551813,2588815360,52412416,754606080,232722432,943669248,1073737728,834106,35875,6,1488116,48046,0,600606,3376,854125056,36781056,268232,197719,7,2,0,0,0,55939,126382
1778298552109,2588299264,52424704,754606080,232730624,943587328,1073737728,834106,35919,6,1490251,48046,0,601403,3376,854125056,36781056,269422,197839,7,2,0,0,0,55941,126382
1778298552403,2588299264,52424704,754606080,232730624,943587328,1073737728,834106,35919,6,1491891,48046,0,601403,3376,854125056,36781056,269738,198055,7,2,0,0,0,55941,126382
1778298552698,2588299264,52424704,754606080,232730624,943587328,1073737728,834106,35919,6,1493516,48046,0,601404,3376,854125056,36781056,270524,198635,7,2,0,0,0,55941,126382
1778298552992,2588299264,52424704,754610176,232726528,943484928,1073737728,834106,35919,6,1495333,48046,0,601802,3376,854125056,36781056,272856,199331,7,2,0,0,0,55941,126382
1778298553281,2588299264,52424704,754610176,232734720,943673344,1073737728,834106,35919,6,1497279,48047,0,602200,3376,854125056,36781056,275210,200067,7,2,0,0,0,55942,126383
